J;V
0.001;1.4797954999996001
0.002;1.5375390999992
0.005;1.605036899998
0.01;1.647791855351717
0.02;1.6946958468513307
0.05;1.7771784478405523
0.1;1.852472888500848
0.2;1.9284885003691976
0.4;2.002934872213282
0.6;2.045734000203248
0.8;2.075138209050246
1.0;2.0977356541968577
1.2;2.11558416256713
1.6;2.13594548742774
