J;R
0.001;1e-10
0.002;1e-10
0.005;1e-10
0.01;0.02303361620707437
0.02;0.025825664358364905
0.05;0.027737760797239143
0.1;0.029076528747880477
0.2;0.030832624538503012
0.4;0.032711267366698965
0.6;0.03350545824864652
0.8;0.03438818467179816
1.0;0.035332636450785534
1.2;0.03635444529851456
1.6;0.03874026758941565
