6.14307E-02,2.97243E-02,1.00000E+05
5.71805E-02,2.26138E-02,8.25404E+04
5.75385E-02,1.78703E-02,6.81292E+04
5.81354E-02,1.37891E-02,5.62341E+04
5.83418E-02,1.03479E-02,4.64159E+04
5.88556E-02,6.95002E-03,3.83119E+04
5.99419E-02,4.30021E-03,3.16228E+04
6.06550E-02,2.26812E-03,2.61016E+04
6.09903E-02,2.68469E-04,2.15443E+04
6.16386E-02,-1.47777E-03,1.77828E+04
6.22276E-02,-3.06834E-03,1.46780E+04
6.23282E-02,-4.61993E-03,1.21153E+04
6.37365E-02,-6.09134E-03,1.00000E+04
6.47792E-02,-7.61513E-03,8.25404E+03
6.60954E-02,-9.13176E-03,6.81292E+03
6.79174E-02,-1.06590E-02,5.62341E+03
6.93829E-02,-1.20068E-02,4.64159E+03
7.10252E-02,-1.33080E-02,3.83119E+03
7.31962E-02,-1.44910E-02,3.16228E+03
7.49942E-02,-1.55602E-02,2.61016E+03
7.82704E-02,-1.65233E-02,2.15443E+03
8.02095E-02,-1.70593E-02,1.77828E+03
8.36045E-02,-1.74338E-02,1.46780E+03
8.65564E-02,-1.74088E-02,1.21153E+03
8.92662E-02,-1.70470E-02,1.00000E+03
9.25024E-02,-1.62315E-02,8.25404E+02
9.42388E-02,-1.52562E-02,6.81292E+02
9.65491E-02,-1.40581E-02,5.62341E+02
9.90237E-02,-1.26284E-02,4.64159E+02
1.01069E-01,-1.09702E-02,3.83119E+02
1.02045E-01,-9.55060E-03,3.16228E+02
1.02894E-01,-8.03378E-03,2.61016E+02
1.03262E-01,-6.75375E-03,2.15443E+02
1.03889E-01,-5.45688E-03,1.77828E+02
1.03659E-01,-4.40137E-03,1.46780E+02
1.04577E-01,-3.46186E-03,1.21153E+02
1.03950E-01,-2.79623E-03,1.00000E+02
1.03765E-01,-2.48371E-03,8.25404E+01
1.03869E-01,-1.95548E-03,6.81292E+01
1.04203E-01,-1.93754E-03,5.62341E+01
1.04042E-01,-2.21592E-03,4.64159E+01
1.03983E-01,-2.01412E-03,3.83119E+01
1.03030E-01,-1.66888E-03,3.16228E+01
1.12588E-01,2.55220E-03,2.61016E+01
1.04560E-01,-3.22640E-03,2.15443E+01
1.04508E-01,-1.78747E-03,1.77828E+01
9.96921E-02,1.43031E-03,1.46780E+01
9.90369E-02,-5.85881E-03,1.21153E+01
1.04375E-01,-5.66325E-03,1.00000E+01
1.07353E-01,-2.17319E-03,8.25404E+00
1.08875E-01,-3.53144E-03,6.81292E+00
1.08345E-01,-2.91192E-03,5.62341E+00
1.10209E-01,-8.39294E-04,4.64159E+00
1.08609E-01,-2.97083E-03,3.83119E+00
1.14007E-01,-2.35777E-03,3.16228E+00
1.09971E-01,-4.48877E-03,2.61016E+00
1.11154E-01,-3.41462E-03,2.15443E+00
1.11071E-01,-4.10161E-04,1.77828E+00
1.10972E-01,1.45938E-03,1.46780E+00
1.09090E-01,-2.23288E-03,1.21153E+00
1.08452E-01,1.78463E-03,1.00000E+00
