J;R
0.001;1e-10
0.002;1e-10
0.005;1e-10
0.01;0.0460166801280469
0.02;0.04915769964545174
0.05;0.050641881507368425
0.1;0.05184774802222007
0.2;0.05284582961001273
0.4;0.05477232364548355
0.6;0.056755971498451976
0.8;0.0580611137069936
1.0;0.059941817673333495
1.2;0.061955668661535804
1.6;0.06538505225047933
