logJ;V_CORR
-3.0;0.3913589999996001
-2.6989700043360187;0.43276989999920024
-2.3010299956639813;0.49495719999800003
-2.0;0.5469181789304163
-1.6989700043360187;0.6034377198938723
-1.3010299956639813;0.6817016923123642
-1.0;0.7429114647099249
-0.6989700043360187;0.805225348003733
-0.3979400086720376;0.8718695194294757
-0.2218487496163564;0.9142141038773253
-0.09691001300805639;0.9438418537181743
0.0;0.9647754435744571
0.07918124604762482;0.9769046210155956
0.2041199826559248;0.9877401294634032
