J;R
0.001;1e-10
0.002;1e-10
0.005;1e-10
0.01;0.04483050221941619
0.02;0.0490460396563996
0.05;0.05045344206213248
0.1;0.05165347830394631
0.2;0.05332987985243244
0.4;0.0572068514825898
0.6;0.059626610553600905
0.8;0.061960303778097706
1.0;0.06458188695540347
1.2;0.06711867892874035
1.6;0.07140992772623998
