2.00000E-01,2.70765E+00,6.39379E+00
4.00000E-01,2.72330E+00,6.39678E+00
6.00000E-01,2.74925E+00,6.39748E+00
8.00000E-01,2.74020E+00,6.39773E+00
1.00000E+00,2.74257E+00,6.39836E+00
1.20000E+00,2.76240E+00,6.39820E+00
1.40000E+00,2.74764E+00,6.39838E+00
1.60000E+00,2.75112E+00,6.39870E+00
1.80000E+00,2.76225E+00,6.39850E+00
2.00000E+00,2.75184E+00,6.39862E+00
2.20000E+00,2.75522E+00,6.39883E+00
2.40000E+00,2.77306E+00,6.39865E+00
2.60000E+00,2.75993E+00,6.39865E+00
2.80000E+00,2.75792E+00,6.39898E+00
3.00000E+00,2.77496E+00,6.39859E+00
3.20000E+00,2.76235E+00,6.39871E+00
3.40000E+00,2.76772E+00,6.39902E+00
3.60000E+00,2.78043E+00,6.39875E+00
3.80000E+00,2.76971E+00,6.39885E+00
4.00000E+00,2.76834E+00,6.39917E+00
4.20000E+00,2.77980E+00,6.39881E+00
4.40000E+00,2.77114E+00,6.39889E+00
4.60000E+00,2.76621E+00,6.39912E+00
4.80000E+00,2.77969E+00,6.39875E+00
5.00000E+00,2.77320E+00,6.39903E+00
5.20000E+00,2.77172E+00,6.39915E+00
5.40000E+00,2.78067E+00,6.39891E+00
5.60000E+00,2.77155E+00,6.39903E+00
5.80000E+00,2.77239E+00,6.39915E+00
6.00000E+00,2.78496E+00,6.39895E+00
6.20000E+00,2.77761E+00,6.39891E+00
6.40000E+00,2.77333E+00,6.39916E+00
6.60000E+00,2.78866E+00,6.39893E+00
6.80000E+00,2.78024E+00,6.39898E+00
7.00000E+00,2.77771E+00,6.39909E+00
7.20000E+00,2.78457E+00,6.39895E+00
7.40000E+00,2.77777E+00,6.39899E+00
7.60000E+00,2.77747E+00,6.39912E+00
7.80000E+00,2.78958E+00,6.39888E+00
8.00000E+00,2.77374E+00,6.39897E+00
8.20000E+00,2.77533E+00,6.39926E+00
8.40000E+00,2.78424E+00,6.39901E+00
8.60000E+00,2.77936E+00,6.39910E+00
8.80000E+00,2.77754E+00,6.39929E+00
9.00000E+00,2.79315E+00,6.39898E+00
9.20000E+00,2.77988E+00,6.39908E+00
9.40000E+00,2.77784E+00,6.39905E+00
9.60000E+00,2.78997E+00,6.39902E+00
9.80000E+00,2.78004E+00,6.39887E+00
1.00000E+01,2.77909E+00,6.39933E+00
1.02000E+01,2.79437E+00,6.39913E+00
1.04000E+01,2.78369E+00,6.39909E+00
1.06000E+01,2.77785E+00,6.39915E+00
1.08000E+01,2.79343E+00,6.39891E+00
1.10000E+01,2.78223E+00,6.39901E+00
1.12000E+01,2.78269E+00,6.39939E+00
1.14000E+01,2.79219E+00,6.39910E+00
