J;R
0.001;1e-10
0.002;1e-10
0.005;1e-10
0.01;0.024872165383695837
0.02;0.02773458135587358
0.05;0.029714906299323086
0.1;0.031148166505212266
0.2;0.03237365460760068
0.4;0.03447724182073944
0.6;0.03574024375531593
0.8;0.03682745432979499
1.0;0.037934456458656576
1.2;0.039273932833845684
1.6;0.041665617518800976
