J;R
0.001;1e-10
0.002;1e-10
0.005;1e-10
0.01;0.046975929643725364
0.02;0.05149676237169322
0.05;0.05332409095478523
0.1;0.05409201834003237
0.2;0.05488556992258081
0.4;0.056910822403764987
0.6;0.05876839025155838
0.8;0.05969402314739977
1.0;0.06137749564389531
1.2;0.06274119051607303
1.6;0.06548561330209565
