logJ;V_CORR
-3.0;0.39375439999960027
-2.6989700043360187;0.4481316999992
-2.3010299956639813;0.5225885999980002
-2.0;0.5824478640954631
-1.6989700043360187;0.6447642758107657
-1.3010299956639813;0.7286540156776131
-1.0;0.7935705779829614
-0.6989700043360187;0.864735760428172
-0.3979400086720376;0.9498733422264087
-0.2218487496163564;1.0077826802176504
-0.09691001300805639;1.0529902131702067
0.0;1.0867309561376381
0.07918124604762482;1.1098849747057598
0.2041199826559248;1.1325483809691264
