2.00000E-01,2.42357E+00,3.19699E+00
4.00000E-01,2.42947E+00,3.19835E+00
6.00000E-01,2.42972E+00,3.19869E+00
8.00000E-01,2.43519E+00,3.19899E+00
1.00000E+00,2.43767E+00,3.19909E+00
1.20000E+00,2.43456E+00,3.19899E+00
1.40000E+00,2.43800E+00,3.19930E+00
1.60000E+00,2.43835E+00,3.19912E+00
1.80000E+00,2.43618E+00,3.19926E+00
2.00000E+00,2.43812E+00,3.19941E+00
2.20000E+00,2.43936E+00,3.19924E+00
2.40000E+00,2.43825E+00,3.19955E+00
2.60000E+00,2.44060E+00,3.19954E+00
2.80000E+00,2.43928E+00,3.19931E+00
3.00000E+00,2.43639E+00,3.19954E+00
3.20000E+00,2.44379E+00,3.19950E+00
3.40000E+00,2.44216E+00,3.19950E+00
3.60000E+00,2.44056E+00,3.19944E+00
3.80000E+00,2.44308E+00,3.19956E+00
4.00000E+00,2.44030E+00,3.19946E+00
4.20000E+00,2.44205E+00,3.19951E+00
4.40000E+00,2.44205E+00,3.19966E+00
4.60000E+00,2.44343E+00,3.19943E+00
4.80000E+00,2.44141E+00,3.19959E+00
5.00000E+00,2.44653E+00,3.19958E+00
5.20000E+00,2.44401E+00,3.19937E+00
5.40000E+00,2.44216E+00,3.19953E+00
5.60000E+00,2.44633E+00,3.19968E+00
5.80000E+00,2.44392E+00,3.19949E+00
6.00000E+00,2.44193E+00,3.19946E+00
6.20000E+00,2.44753E+00,3.19953E+00
6.40000E+00,2.44572E+00,3.19958E+00
6.60000E+00,2.44285E+00,3.19962E+00
6.80000E+00,2.44856E+00,3.19988E+00
7.00000E+00,2.44950E+00,3.19956E+00
7.20000E+00,2.44332E+00,3.19957E+00
7.40000E+00,2.44843E+00,3.19969E+00
7.60000E+00,2.44678E+00,3.19954E+00
7.80000E+00,2.44413E+00,3.19940E+00
8.00000E+00,2.44812E+00,3.19976E+00
8.20000E+00,2.44491E+00,3.19948E+00
8.40000E+00,2.44486E+00,3.19969E+00
8.60000E+00,2.44835E+00,3.19961E+00
8.80000E+00,2.44699E+00,3.19947E+00
9.00000E+00,2.44740E+00,3.19957E+00
9.20000E+00,2.44918E+00,3.19977E+00
9.40000E+00,2.44786E+00,3.19954E+00
9.60000E+00,2.44856E+00,3.19952E+00
9.80000E+00,2.44877E+00,3.19944E+00
1.00000E+01,2.44758E+00,3.19964E+00
1.02000E+01,2.44692E+00,3.19935E+00
1.04000E+01,2.45376E+00,3.19980E+00
1.06000E+01,2.45182E+00,3.19974E+00
1.08000E+01,2.44772E+00,3.19955E+00
1.10000E+01,2.45306E+00,3.19969E+00
1.12000E+01,2.44836E+00,3.19951E+00
1.14000E+01,2.44542E+00,3.19945E+00
1.16000E+01,2.45108E+00,3.19967E+00
1.18000E+01,2.45042E+00,3.19956E+00
1.20000E+01,2.44710E+00,3.19953E+00
1.22000E+01,2.45170E+00,3.19966E+00
1.24000E+01,2.44879E+00,3.19962E+00
1.26000E+01,2.44684E+00,3.19956E+00
1.28000E+01,2.45107E+00,3.19977E+00
