J;R
0.001;1e-10
0.002;1e-10
0.005;1e-10
0.01;0.04065900395452049
0.02;0.04465363402731802
0.05;0.04769331684457237
0.1;0.05017684295592344
0.2;0.051187782749573835
0.4;0.053313129530598496
0.6;0.055544134297828174
0.8;0.057084294771842875
1.0;0.05890961958764618
1.2;0.06077871872420404
1.6;0.06479260304152719
