logJ;V_CORR
-3.0;0.45721869999959996
-2.6989700043360187;0.5038218666658669
-2.3010299956639813;0.5718296999980002
-2.0;0.6231219731751525
-1.6989700043360187;0.6875325092778148
-1.3010299956639813;0.7865327366310857
-1.0;0.8678065294842972
-0.6989700043360187;0.9541949071336746
-0.3979400086720376;1.0437321927510426
-0.2218487496163564;1.0843714776852122
-0.09691001300805639;1.1398820567301025
0.0;1.169307521649415
0.07918124604762482;1.1987559501238207
0.2041199826559248;1.2492887405342263
