J;R
0.001;1e-10
0.002;1e-10
0.005;1e-10
0.01;0.043377977380063076
0.02;0.046750990892030955
0.05;0.048810440790737444
0.1;0.0494998903661097
0.2;0.05068784805471321
0.4;0.05237454739267106
0.6;0.05432042117184964
0.8;0.05571708575956995
1.0;0.057294307809322265
1.2;0.05897126274233462
1.6;0.06251766790568432
