logJ;V_CORR
-3.0;0.48783259999960027
-2.6989700043360187;0.5330558999991999
-2.3010299956639813;0.5900512666646662
-2.0;0.6379377971359983
-1.6989700043360187;0.6943248585522126
-1.3010299956639813;0.7826398159484249
-1.0;0.8600216803361196
-0.6989700043360187;0.9424635249927205
-0.3979400086720376;1.0257977239844234
-0.2218487496163564;1.0739958414841273
-0.09691001300805639;1.1300093495491677
0.0;1.1566311026664136
0.07918124604762482;1.1862502867391185
0.2041199826559248;1.2295248612695464
