J;R
0.001;1e-10
0.002;1e-10
0.005;1e-10
0.01;0.051630579508349914
0.02;0.055147101550876224
0.05;0.056715791823851544
0.1;0.05746949616017476
0.2;0.05826521716312763
0.4;0.060004657680005166
0.6;0.06190674185131825
0.8;0.06338990852958971
1.0;0.06505592187672005
1.2;0.0667640953540928
1.6;0.07009645678726811
