J;V
0.001;1.6375683999996
0.002;1.6821522999992
0.005;1.750224699998
0.01;1.803167818663499
0.02;1.8593361743588388
0.05;1.93169677968425
0.1;1.9817562653703344
0.2;2.0352590980690883
0.4;2.096513279321414
0.6;2.136857261267738
0.8;2.1698651291353923
1.0;2.195083398382331
1.2;2.2148884842623815
1.6;2.2407660342163007
